DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Ec2_A,Ec2_B,Ec3_A,Ec3_B,Sh_A,Sh_B,Price_sqr_meter,Price
45,1.0,42.36729,40.012527,6.355094,16,14.0,2015,0.19578105,23,5212,6,0.0,3,2,0,1,0,1,0,1,3767.069,250466.98
63,1.0,50.97489,35.682423,7.646234,7,16.0,2018,0.23861714,26,3889,6,705.0,3,6,0,1,0,1,0,1,3130.9634,260328.4
20,3.0,75.61106,47.49462,8.0,11,9.0,1976,0.019508796,37,7687,11,176.0,5,5,0,1,0,1,0,1,3827.5242,366916.25
7,3.0,86.32636,46.09724,10.0,3,17.0,1986,0.0,23,5067,4,0.0,2,6,0,1,0,1,0,1,3352.431,421803.75
103,1.0,38.174328,23.123014,9.0,6,12.0,1969,0.014423114,19,3806,4,0.0,0,3,0,1,0,1,0,1,4180.8335,194273.05
27,1.0,44.203945,30.94276,6.630592,2,9.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3610.549,135466.56
6,2.0,65.409966,45.786976,9.811495,18,1.0,1977,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3290.818,191205.27
88,3.0,83.26253,58.283768,12.48938,13,1.0,1977,0.1273759,43,8429,3,0.0,3,9,0,1,0,1,0,1,3475.7913,410883.9
67,2.0,52.966915,33.793335,8.0,13,14.0,1985,0.007720282,38,4788,2,0.0,0,4,0,1,0,1,0,1,4063.901,235998.2
24,1.0,34.12706,19.435738,6.0,5,5.0,1960,0.11162739,50,12238,8,1970.0,2,3,0,1,0,1,0,1,4676.656,173155.77
23,2.0,53.19965,32.459053,9.0,3,3.0,2019,0.005767451,1,388,0,0.0,0,0,0,1,0,1,0,1,4046.1226,94061.945
23,1.0,43.033398,30.123379,6.45501,3,4.0,1977,0.014072961,2,475,0,0.0,0,0,0,1,0,1,0,1,3708.7593,72659.97
38,1.0,47.83763,22.297739,7.175645,21,24.0,2014,0.060753047,15,2787,2,520.0,0,7,0,1,0,1,0,1,3336.2964,233717.3
100,4.0,104.76902,79.31665,8.0,4,8.0,1960,0.20014681,23,3975,8,770.0,2,0,0,1,0,1,0,1,3648.7485,600903.8
74,2.0,73.31497,51.32048,10.997246,7,6.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,2935.9937,254005.38
27,2.0,58.78366,55.441257,11.0,13,12.0,1977,0.011654127,4,915,0,0.0,0,0,0,1,0,1,0,1,3661.7708,138396.98
23,2.0,65.832954,46.08307,9.874944,11,17.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,3269.674,193398.61
35,2.0,46.760178,29.829147,6.0,4,9.0,1974,0.08903972,33,7976,5,0.0,0,11,0,1,0,1,0,1,4603.325,203384.33
9,1.0,78.936165,76.74665,11.8404255,8,7.0,1977,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,2021.8934,226206.97
23,2.0,55.521797,38.865257,8.32827,3,4.0,1977,0.03465608,0,168,0,0.0,0,0,0,1,0,1,0,1,3876.8972,93217.75
167,2.0,56.712772,36.454063,7.0,6,5.0,1956,0.050272014,21,4231,14,1020.0,0,3,0,1,0,1,0,1,3795.482,299177.5
119,1.0,32.994995,17.717022,5.0,4,5.0,1963,0.03349371,66,10573,1,1322.0,3,8,0,1,0,1,0,1,4837.113,158611.39
129,3.0,80.91644,52.861786,8.0,2,5.0,1961,0.020741327,24,5613,5,1340.0,2,5,0,1,0,1,0,1,3576.5679,308656.4
4,2.0,53.17979,50.643795,5.0,5,12.0,1976,0.042031586,37,6856,84,1940.0,2,5,0,1,0,1,0,1,4047.6333,308108.22
62,1.0,33.071808,22.237242,6.0,2,9.0,1979,0.03717782,52,11217,1,2300.0,1,7,0,1,0,1,0,1,4825.878,154480.97
6,3.0,79.790764,55.853535,11.968615,16,1.0,1977,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3627.026,193595.8
173,2.0,44.57722,31.5337,5.0,3,5.0,1969,0.08194346,20,2738,20,0.0,1,4,0,1,0,1,0,1,4828.751,301309.75
37,4.0,99.15406,66.56719,9.0,18,22.0,1985,0.1278116,28,7287,5,320.0,1,3,0,1,0,1,0,1,3855.3723,362108.44
1,1.0,62.006077,43.404255,9.300912,7,1.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,2573.9495,197006.12
60,1.0,40.064915,38.733288,8.0,13,14.0,1974,0.007658515,35,7077,56,2301.0,3,19,0,1,0,1,0,1,3983.548,160810.55
111,2.0,63.791065,40.757587,10.0,16,22.0,2006,0.09344257,23,4635,5,3300.0,2,4,0,1,0,1,0,1,3374.333,91594.31
124,3.0,78.27522,58.330875,6.0,9,9.0,1953,0.16909109,19,3856,10,0.0,2,5,0,1,0,1,0,1,3697.2512,387904.12
157,2.0,62.74751,28.196814,8.0,5,10.0,1956,0.0,30,7538,87,4702.0,5,5,0,1,0,1,0,1,3430.4517,555661.94
138,1.0,36.321884,21.862421,5.0,2,9.0,1973,0.19578105,23,5212,6,0.0,3,2,0,1,0,1,0,1,4394.0596,165911.16
37,2.0,57.556103,32.83074,8.0,6,16.0,1982,0.23220508,24,4860,1,80.0,0,3,0,1,0,1,0,1,3739.8691,254688.11
147,1.0,37.83656,21.20842,9.0,11,14.0,1973,0.31980935,25,4756,16,2857.0,5,8,0,1,0,1,0,1,4218.1562,198633.62
66,1.0,42.019794,21.147371,13.0,4,5.0,1965,0.11162739,50,12238,8,1970.0,2,3,0,1,0,1,0,1,3798.2222,180450.69
42,1.0,40.893528,18.251862,10.0,4,24.0,2007,0.15824905,21,5731,0,0.0,1,0,0,1,0,1,0,1,3902.8306,171531.56
1,3.0,79.078674,55.355072,11.861801,2,17.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3659.6865,200932.34
94,1.0,35.562393,17.526726,7.0,8,9.0,1972,0.28279766,33,8667,2,0.0,0,6,0,1,0,1,0,1,4487.9014,170703.88
27,1.0,52.084435,36.459103,6.0,13,17.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3064.2651,155463.1
41,3.0,87.924965,44.984825,12.0,13,14.0,2013,0.17505486,36,10055,3,0.0,1,0,0,1,0,1,0,1,3291.4788,202696.05
23,1.0,43.04351,30.130457,6.4565268,8,25.0,2014,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,3707.888,124902.555
23,1.0,44.669037,31.268326,6.700356,5,17.0,1977,0.014072961,2,475,0,0.0,0,0,0,1,0,1,0,1,3572.9563,80356.32
58,1.0,30.961868,15.168644,6.0,3,12.0,1973,0.31019914,11,2748,1,0.0,0,0,0,1,0,1,0,1,5154.744,117941.29
1,3.0,87.20062,61.040436,13.080094,21,22.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3318.8198,300180.38
63,1.0,41.27554,23.064577,8.0,4,12.0,1983,0.23861714,26,3889,6,705.0,3,6,0,1,0,1,0,1,3866.7095,181842.47
75,1.0,47.54452,21.484713,8.0,7,17.0,1979,0.050755568,24,5469,1,145.0,0,1,0,1,0,1,0,1,3356.8645,250434.88
147,3.0,75.49492,49.028854,7.0,7,12.0,1966,0.31980935,25,4756,16,2857.0,5,8,0,1,0,1,0,1,3833.4124,422637.78
81,4.0,90.620476,62.283245,8.0,7,10.0,1960,0.31980935,25,4756,16,2857.0,5,8,0,1,0,1,0,1,4218.4263,526817.56
110,2.0,55.681778,32.434452,8.0,12,12.0,1995,0.03349371,66,10573,1,1322.0,3,8,0,1,0,1,0,1,3865.7583,223528.98
6,1.0,38.50641,26.954485,5.7759614,9,17.0,1977,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,4144.778,128959.85
27,1.0,47.55769,22.682322,7.1336536,16,1.0,1977,0.017647052,2,469,0,0.0,0,0,0,1,0,1,0,1,3355.935,130190.64
9,1.0,36.470085,20.802645,9.0,5,12.0,2008,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,4376.2036,144224.83
45,1.0,40.17819,19.442492,9.0,10,12.0,1968,0.014423114,19,3806,4,0.0,0,3,0,1,0,1,0,1,3972.3174,211360.7
23,1.0,37.36523,26.15566,5.604785,3,3.0,1977,0.03465608,0,168,0,0.0,0,0,0,1,0,1,0,1,4271.3643,91945.05
5,2.0,45.088108,27.268515,6.0,3,9.0,1971,0.15081754,16,3433,4,2643.0,4,5,0,1,0,1,0,1,4774.037,228628.22
5,2.0,56.581825,30.242432,8.0,6,14.0,1977,0.15081754,16,3433,4,2643.0,4,5,0,1,0,1,0,1,3804.2656,298194.5
45,1.0,38.467278,26.927094,5.770092,11,9.0,1977,0.19578105,23,5212,6,0.0,3,2,0,1,0,1,0,1,4148.994,247440.53
57,3.0,64.86981,63.554962,8.0,6,9.0,1977,0.13321534,49,11395,3,1406.0,3,4,0,1,0,1,1,0,4461.2915,291872.4
99,2.0,47.304764,28.737215,6.0,9,9.0,1972,0.012338886,35,5776,1,2078.0,2,4,0,1,0,1,0,1,4550.33,188832.7
77,1.0,38.505417,25.636265,7.0,12,12.0,1977,6.99893e-05,46,10309,1,240.0,1,16,0,1,0,1,0,1,4144.885,174776.03
5,1.0,34.185516,24.583012,5.0,2,5.0,1968,0.15081754,16,3433,4,2643.0,4,5,0,1,0,1,0,1,4668.6587,144605.5
11,1.0,40.531647,21.96702,10.0,12,16.0,1982,0.000169676,36,5992,0,0.0,1,1,0,1,0,1,0,1,3937.6765,165302.12
61,2.0,52.67851,33.434063,8.0,12,17.0,2003,0.30032253,52,10311,6,0.0,1,9,0,1,0,1,0,1,4086.1501,295873.56
23,2.0,65.19411,45.635876,9.779117,4,17.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,3301.714,158591.8
111,4.0,98.30504,63.952274,14.0,3,17.0,2003,0.13564979,46,7960,6,350.0,3,11,0,1,0,1,0,1,3888.6697,474500.6
120,3.0,58.964245,39.540783,6.0,6,9.0,1976,0.34107193,27,5664,48,2300.0,3,11,0,1,0,1,0,1,4908.113,86480.95
1,1.0,45.73444,32.014107,6.860166,21,4.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3489.7227,179032.67
121,2.0,59.840015,41.888012,8.976003,22,1.0,1977,0.21251535,19,3293,16,628.0,3,7,0,1,0,1,0,1,3597.1296,305673.94
27,1.0,37.340508,37.02463,10.0,8,17.0,2017,0.21140121,9,1892,0,0.0,0,1,0,1,0,1,0,1,4274.1924,108540.77
101,2.0,51.885105,34.0249,9.0,9,12.0,1968,0.22582495,41,6558,7,1548.0,3,2,1,0,0,1,0,1,4148.634,230372.66
101,2.0,44.832123,27.250563,5.0,4,5.0,1964,0.22582495,41,6558,7,1548.0,3,2,1,0,0,1,0,1,4801.296,177535.38
32,1.0,31.82848,15.222566,5.0,5,5.0,1972,0.13564979,46,7960,6,350.0,3,11,0,1,0,1,0,1,5014.393,170343.75
21,1.0,41.49834,22.39863,8.0,3,14.0,1991,0.19448927,47,8004,3,125.0,3,5,0,1,0,1,0,1,3845.9492,165446.8
23,1.0,47.485584,33.23991,7.122838,5,3.0,1977,0.03465608,0,168,0,0.0,0,0,0,1,0,1,0,1,3361.031,126602.67
23,1.0,36.931545,25.852081,5.539732,8,17.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,4321.523,123225.91
21,1.0,37.572872,23.111217,6.0,5,6.0,1962,0.034331497,25,5487,3,0.0,0,4,0,1,0,1,0,1,4247.7593,178032.89
58,2.0,49.871635,31.127615,6.0,3,9.0,1969,0.14890389,9,1952,1,1430.0,3,2,0,1,0,1,0,1,4316.1265,152555.77
111,2.0,54.3929,30.792076,8.0,15,17.0,1990,0.0,36,6714,2,2672.0,0,2,0,1,0,1,0,1,3957.3604,214439.61
27,3.0,49.029747,34.320824,7.354462,17,25.0,2016,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,5902.6035,138397.36
74,2.0,79.93767,55.956367,11.99065,8,21.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,2692.7517,226808.75
140,2.0,47.781597,30.78001,5.0,4,5.0,1960,0.23861714,26,3889,6,705.0,3,6,0,1,0,1,0,1,4504.9204,204610.66
23,3.0,79.54107,46.146408,12.0,7,17.0,2011,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,3638.4116,145255.44
6,3.0,80.98308,49.866714,12.0,17,17.0,2011,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3573.625,212387.36
7,3.0,73.44185,46.42189,9.0,8,16.0,2012,0.13061781,39,10418,9,900.0,1,9,0,1,0,1,0,1,3940.5757,199179.72
46,1.0,36.136757,21.140934,5.0,3,5.0,1968,0.0,47,11319,0,1145.0,3,5,0,1,0,1,0,1,4416.57,173393.08
4,3.0,75.12839,52.754246,8.0,9,9.0,1956,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,3852.1145,574631.3
11,2.0,46.83268,28.484892,6.0,7,9.0,1974,0.000169676,36,5992,0,0.0,1,1,0,1,0,1,0,1,4596.1987,210486.27
91,1.0,31.691656,20.108517,5.0,1,5.0,1965,0.000995363,42,7651,1,0.0,1,5,0,1,0,1,0,1,5036.042,140029.72
30,3.0,80.820816,56.57457,10.0,3,3.0,2016,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,3580.7998,187612.02
0,3.0,65.756256,46.31415,6.0,2,9.0,1969,0.31980935,25,4756,16,2857.0,5,8,0,1,0,1,0,1,4401.1504,293122.53
20,1.0,28.438793,19.907154,6.0,6,10.0,2014,0.019508796,37,7687,11,176.0,5,5,0,1,0,1,0,1,5612.071,199248.11
33,2.0,44.417236,31.092066,6.6625857,7,5.0,1977,0.23610845,16,3893,27,0.0,3,10,0,1,0,1,0,1,4846.1436,240274.8
27,2.0,66.57716,46.604015,9.986575,10,17.0,1977,0.017647052,2,469,0,0.0,0,0,0,1,0,1,0,1,3233.125,187907.06
77,3.0,79.19582,44.421062,10.0,16,17.0,1984,0.29820457,16,4048,3,0.0,1,3,0,1,0,1,0,1,3654.273,322048.44
23,2.0,61.422596,60.24293,9.213389,14,25.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,3504.448,162052.06
23,3.0,105.479256,73.83548,15.821889,16,25.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,2743.6973,245260.23
23,2.0,62.48526,43.73968,9.372789,23,25.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,3444.849,166176.56
85,3.0,72.12006,47.896263,10.0,9,16.0,1982,0.03717782,52,11217,1,2300.0,1,7,0,1,0,1,0,1,4012.7966,290525.22
6,2.0,63.59174,44.514217,10.0,17,17.0,2014,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3384.9097,174742.0
6,2.0,65.22453,45.657173,9.78368,15,17.0,1977,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3300.1738,173654.55
17,1.0,38.595783,19.418503,10.0,14,12.0,1966,0.0,18,3374,5,620.0,1,2,0,1,0,1,0,1,4135.18,202533.97
56,3.0,67.424515,42.972652,8.0,2,16.0,1982,0.035145268,42,9292,3,2620.0,0,3,0,1,0,1,0,1,4292.2544,334325.66
84,4.0,102.52227,74.513466,9.0,4,5.0,1961,0.14966637,22,4789,2,4087.0,4,1,0,1,0,1,0,1,3728.71,415574.12
137,3.0,72.000755,47.96743,7.0,17,16.0,1981,0.20014681,23,3975,8,770.0,2,0,0,1,0,1,0,1,4019.446,381975.5
67,2.0,48.426216,28.110004,5.0,3,9.0,1978,0.007720282,38,4788,2,0.0,0,4,0,1,0,1,0,1,4444.954,219765.03
48,3.0,62.346363,46.483364,6.0,2,12.0,1982,0.041124634,46,9515,5,0.0,1,10,0,1,0,1,0,1,4641.861,296954.44
143,2.0,53.069706,30.643959,10.0,7,16.0,1978,0.049863387,18,3746,9,75.0,3,1,0,1,0,1,0,1,4056.0295,372616.47
66,1.0,41.678417,23.574213,9.0,5,14.0,1973,0.11162739,50,12238,8,1970.0,2,3,0,1,0,1,0,1,3829.3325,208885.9
11,1.0,40.27665,20.699972,7.0,9,9.0,1979,0.03869299,28,6533,1,1015.0,2,5,0,1,0,1,0,1,3962.6064,157759.03
23,1.0,29.706032,20.794222,4.455905,5,12.0,1977,0.03465608,0,168,0,0.0,0,0,0,1,0,1,0,1,5372.6636,60502.582
63,2.0,43.980145,29.57674,5.0,6,12.0,1971,0.23861714,26,3889,6,705.0,3,6,0,1,0,1,0,1,4894.306,254391.27
57,1.0,40.945755,22.586388,9.0,8,16.0,1979,0.13321534,49,11395,3,1406.0,3,4,0,1,0,1,1,0,3897.8525,183295.12
88,1.0,42.614796,29.830357,10.0,13,20.0,2015,0.1273759,43,8429,3,0.0,3,9,0,1,0,1,0,1,3745.1902,221782.0
31,1.0,35.46175,19.262117,6.0,2,5.0,1961,0.15134622,32,5889,10,830.0,4,1,0,1,1,0,0,1,4500.6387,183658.92
9,2.0,60.900177,57.196915,9.135027,2,11.0,1977,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,3534.5103,166221.47
27,4.0,119.91499,78.518875,13.0,8,12.0,2015,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3187.8901,221374.06
21,2.0,52.73715,31.987234,8.0,11,17.0,1993,0.19448927,47,8004,3,125.0,3,5,0,1,0,1,0,1,4081.6067,208896.5
5,3.0,61.136024,38.541424,7.0,10,9.0,1976,0.15081754,16,3433,4,2643.0,4,5,0,1,0,1,0,1,4733.7583,298947.3
6,1.0,50.7618,35.53326,7.61427,4,1.0,1977,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3144.1067,137820.11
1,1.0,41.75375,29.227625,6.263063,15,17.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3822.4236,135630.05
11,2.0,46.880512,26.398785,5.0,7,5.0,1966,0.03869299,28,6533,1,1015.0,2,5,0,1,0,1,0,1,4591.5093,189473.47
27,4.0,98.64941,69.05458,14.797412,3,1.0,2019,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3875.095,294689.62
53,2.0,59.262417,37.20327,10.0,11,17.0,2016,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,3632.189,308901.34
163,3.0,71.97241,47.222202,7.0,9,12.0,1991,0.007658515,35,7077,56,2301.0,3,19,0,1,0,1,0,1,4021.029,415613.56
96,1.0,41.888844,22.44723,8.0,10,14.0,1995,0.041116353,53,14892,4,0.0,1,4,0,1,0,1,0,1,3810.096,174939.53
200,3.0,107.53482,63.51612,12.0,6,16.0,1997,0.0,33,7425,1,0.0,2,5,0,1,0,1,0,1,2691.2507,587987.4
53,3.0,73.63579,44.882854,7.0,12,12.0,1981,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,3930.197,375533.66
78,1.0,45.85482,40.11219,10.0,17,24.0,2009,0.09229064,21,4346,2,165.0,1,2,0,1,0,1,0,1,3480.5613,212021.27
27,2.0,44.01667,27.889288,5.0,3,5.0,1975,0.21140121,9,1892,0,0.0,0,1,0,1,0,1,0,1,4890.245,122017.67
44,1.0,38.441383,20.450659,9.0,11,12.0,1972,0.036122292,24,4378,0,1036.0,1,1,0,1,0,1,0,1,4151.789,203275.69
53,2.0,57.921932,37.71409,10.0,11,24.0,2019,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,3716.2485,346494.28
53,2.0,56.023342,39.21634,8.4035015,14,14.0,1977,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,3842.1895,247074.56
182,3.0,45.378426,30.6518,6.0,5,4.0,1977,0.2466236,14,2940,45,0.0,3,6,0,1,0,1,0,1,6377.5493,352139.66
77,3.0,66.59464,49.46424,6.0,14,12.0,1976,6.99893e-05,46,10309,1,240.0,1,16,0,1,0,1,0,1,4345.742,238561.88
111,2.0,57.65836,30.790834,9.0,12,21.0,2010,0.09344257,23,4635,5,3300.0,2,4,0,1,0,1,0,1,3733.2366,400989.2
2,1.0,35.33495,22.146378,5.0,2,5.0,1968,0.30947912,35,7715,4,990.0,0,6,0,1,0,1,0,1,4516.789,158806.98
9,3.0,79.83044,48.26503,10.0,5,14.0,1993,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,3625.2231,246800.16
27,1.0,48.17596,20.282928,16.0,2,14.0,2011,0.051815435,5,1227,0,0.0,0,0,0,1,0,1,0,1,3312.8662,131073.66
74,1.0,46.44971,32.514797,6.967457,6,9.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,3435.985,168705.45
73,2.0,60.923523,39.4872,7.0,9,16.0,2007,0.042031586,37,6856,84,1940.0,2,5,0,1,0,1,0,1,3533.1558,426593.25
9,2.0,77.69954,54.389675,11.654931,4,1.0,1977,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,2770.3162,228956.2
6,1.0,42.730885,29.91162,6.409633,17,17.0,1977,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,3735.0154,129409.39
23,1.0,54.429066,38.100346,8.16436,4,9.0,1977,0.014072961,2,475,0,0.0,0,0,0,1,0,1,0,1,2932.2664,106429.78
58,1.0,44.99513,31.49659,6.7492695,3,2.0,2019,0.43788525,23,5735,3,1084.0,0,5,0,1,0,1,0,1,3547.062,106866.25
0,1.0,33.237858,21.76183,7.0,5,9.0,1971,0.31980935,25,4756,16,2857.0,5,8,0,1,0,1,0,1,4801.769,162322.78
0,2.0,62.962154,37.04324,10.0,10,22.0,2007,0.31980935,25,4756,16,2857.0,5,8,0,1,0,1,0,1,3418.7568,334328.6
21,2.0,53.9659,31.079695,8.0,19,17.0,1995,0.034331497,25,5487,3,0.0,0,4,0,1,0,1,0,1,3988.6724,271788.0
74,2.0,91.97311,50.89032,14.0,17,23.0,2010,0.371149,34,7065,1,750.0,2,5,0,1,0,1,0,1,2340.383,383841.94
70,3.0,72.74561,44.347443,8.0,18,22.0,1982,0.002211665,39,7614,3,0.0,1,5,0,1,0,1,1,0,3978.29,408096.4
1,3.0,85.84934,60.09454,12.877402,6,17.0,1977,0.007122317,1,264,0,0.0,0,1,0,1,0,1,0,1,3371.0586,306428.78
22,1.0,38.704697,21.99361,10.0,9,22.0,1991,0.13321534,49,11395,3,1406.0,3,4,0,1,0,1,1,0,4123.544,215837.94
23,3.0,84.1133,58.879307,12.616995,2,17.0,1977,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,3440.635,187489.95
98,1.0,36.61948,20.919622,5.0,5,5.0,1962,0.19578105,23,5212,6,0.0,3,2,0,1,0,1,0,1,4358.35,165514.75
90,2.0,48.31278,31.296186,8.0,13,12.0,1971,0.26508868,37,5288,0,1937.0,3,2,0,1,0,1,0,1,4455.3906,200701.52
32,2.0,56.59899,50.89724,6.0,5,12.0,1974,0.13564979,46,7960,6,350.0,3,11,0,1,0,1,0,1,3803.1118,238770.36
129,2.0,52.29575,27.716148,10.0,1,16.0,1983,0.4605564,20,4386,14,0.0,1,5,0,1,0,1,0,1,4116.057,274828.72
0,3.0,69.46285,47.85532,7.0,2,9.0,1973,0.006076152,30,5285,0,645.0,6,6,0,1,0,1,0,1,4166.3013,182373.33
54,2.0,90.144104,63.100872,13.521616,10,9.0,2017,0.006076152,30,5285,0,645.0,6,6,0,1,0,1,0,1,2387.869,502813.78
74,2.0,84.68773,81.90555,12.70316,12,17.0,2017,0.07577875,6,1437,3,0.0,0,2,0,1,0,1,0,1,2541.7178,243479.88
55,1.0,42.49913,21.164557,10.0,16,22.0,1987,0.041365445,31,5569,0,0.0,1,4,0,1,0,1,0,1,3755.383,151976.08
101,2.0,43.59916,33.841114,6.539874,2,5.0,1963,0.22582495,41,6558,7,1548.0,3,2,1,0,0,1,0,1,4937.0747,180026.28
138,1.0,34.148186,24.110367,5.0,9,9.0,1962,0.014423114,19,3806,4,0.0,0,3,0,1,0,1,0,1,4673.7627,86647.805
66,1.0,56.838642,22.426643,14.0,14,17.0,2003,0.11162739,50,12238,8,1970.0,2,3,0,1,0,1,0,1,2807.958,338588.25
3,2.0,48.379944,30.593075,6.0,6,12.0,1972,0.050900057,43,10621,1,30.0,2,3,0,1,0,1,0,1,4449.205,183744.95
62,1.0,44.95488,31.468416,6.7432323,8,9.0,1977,0.072157584,2,629,1,0.0,0,0,0,1,0,1,1,0,3550.2378,133773.3
66,1.0,43.38387,23.842388,8.0,4,19.0,1997,0.11162739,50,12238,8,1970.0,2,3,0,1,0,1,0,1,3678.7986,218638.33
